trace_0,3
trace_1,3
trace_2,3
trace_3,3
trace_4,3
trace_5,3
trace_6,3
trace_7,3
trace_8,3
trace_9,3
trace_10,3
trace_11,3
trace_12,3
trace_13,3
trace_14,3
trace_15,3
trace_16,3
trace_17,3
trace_18,3
trace_19,3
trace_20,3
trace_21,3
trace_22,3
trace_23,3
trace_24,3
trace_25,3
trace_26,3
trace_27,3
trace_28,3
trace_29,3
trace_30,3
trace_31,3
trace_32,3
trace_33,3
trace_34,3
trace_35,3
trace_36,3
trace_37,3
trace_38,3
trace_39,3
trace_40,3
trace_41,3
trace_42,4
trace_43,3
trace_44,3
trace_45,3
trace_46,3
trace_47,3
trace_48,3
trace_49,3
trace_50,3
trace_51,3
trace_52,3
trace_53,3
trace_54,3
trace_55,3
trace_56,3
trace_57,3
trace_58,3
trace_59,4
trace_60,4
trace_61,4
trace_62,1
trace_63,1
trace_64,4
trace_65,4
trace_66,0
trace_67,2
trace_68,4
trace_69,4
trace_70,2
trace_71,2
trace_72,2
trace_73,1
trace_74,4
trace_75,4
trace_76,4
trace_77,1
trace_78,2
trace_79,2
trace_80,2
trace_81,2
trace_82,2
trace_83,4
trace_84,2
trace_85,4
trace_86,4
trace_87,4
trace_88,4
trace_89,2
trace_90,2
trace_91,2
trace_92,4
trace_93,4
trace_94,4
trace_95,2
trace_96,4
trace_97,2
trace_98,2
trace_99,4
trace_100,2
trace_101,4
trace_102,4
trace_103,2
trace_104,2
trace_105,4
trace_106,4
trace_107,2
trace_108,4
trace_109,4
trace_110,4
trace_111,4
trace_112,2
trace_113,4
trace_114,4
trace_115,4
trace_116,4
trace_117,2
trace_118,2
trace_119,4
trace_120,2
trace_121,2
trace_122,4
trace_123,2
trace_124,2
trace_125,2
trace_126,2
trace_127,2
trace_128,2
trace_129,4
trace_130,2
trace_131,2
trace_132,2
trace_133,2
trace_134,2
trace_135,4
trace_136,2
trace_137,2
trace_138,4
trace_139,2
trace_140,4
trace_141,2
trace_142,4
trace_143,2
trace_144,2
trace_145,2
trace_146,2
trace_147,2
trace_148,2
trace_149,4
trace_150,4
trace_151,2
trace_152,2
trace_153,2
trace_154,2
trace_155,0
trace_156,2
trace_157,2
trace_158,2
trace_159,2
trace_160,4
trace_161,2
trace_162,2
trace_163,2
trace_164,2
trace_165,4
trace_166,4
trace_167,2
trace_168,2
trace_169,0
trace_170,0
trace_171,0
trace_172,0
trace_173,0
trace_174,0
trace_175,0
trace_176,0
trace_177,0
trace_178,0
trace_179,0
trace_180,0
trace_181,0
trace_182,0
trace_183,0
trace_184,0
trace_185,0
trace_186,0
trace_187,0
trace_188,0
trace_189,0
trace_190,0
trace_191,0
trace_192,0
trace_193,0
trace_194,0
trace_195,0
trace_196,0
trace_197,0
trace_198,0
trace_199,1
trace_200,1
trace_201,1
trace_202,1
trace_203,1
trace_204,1
trace_205,1
trace_206,1
trace_207,1
trace_208,1
trace_209,1
trace_210,1
trace_211,1
trace_212,1
trace_213,1
trace_214,1
trace_215,1
trace_216,1
trace_217,1
trace_218,1
trace_219,1
trace_220,1
trace_221,1
trace_222,1
trace_223,1
trace_224,1
trace_225,1
trace_226,1
trace_227,1
trace_228,1
trace_229,1
trace_230,1
trace_231,1
trace_232,1
trace_233,1
